lcl|NC_032089.1_cds_XP_719073.1_1	CAALFM_C100020CA
lcl|NC_032096.1_cds_XP_713085.1_5637	CAALFM_CR06420WA
lcl|NC_032096.1_cds_XP_713084.1_5638	CAALFM_CR06430WA
lcl|NC_032096.1_cds_XP_713082.2_5639	CAALFM_CR06440CA
lcl|NC_032096.1_cds_XP_713081.2_5640	CAALFM_CR06450WA
lcl|NC_032096.1_cds_XP_713080.2_5641	CAALFM_CR06460WA
lcl|NC_032096.1_cds_XP_713079.2_5642	CAALFM_CR06470WA
lcl|NC_032096.1_cds_XP_713078.2_5643	CAALFM_CR06480CA
lcl|NC_032096.1_cds_XP_713077.1_5644	CAALFM_CR06490CA
lcl|NC_032096.1_cds_XP_713076.2_5645	CAALFM_CR06500CA
lcl|NC_032096.1_cds_XP_713075.1_5646	CAALFM_CR06510WA
lcl|NC_032096.1_cds_XP_713074.1_5647	CAALFM_CR06520CA
lcl|NC_032096.1_cds_XP_713073.1_5648	CAALFM_CR06530WA
lcl|NC_032096.1_cds_XP_713072.2_5649	CAALFM_CR06540WA
lcl|NC_032096.1_cds_XP_713071.2_5650	CAALFM_CR06550CA
lcl|NC_032096.1_cds_XP_710035.2_5651	CAALFM_CR06560CA
lcl|NC_032096.1_cds_XP_710034.2_5652	CAALFM_CR06570CA
lcl|NC_032096.1_cds_XP_711766.2_5653	CAALFM_CR06580WA
lcl|NC_032096.1_cds_XP_711768.2_5654	CAALFM_CR06590CA
lcl|NC_032096.1_cds_XP_711769.2_5655	CAALFM_CR06610WA
lcl|NC_032096.1_cds_XP_711770.2_5656	CAALFM_CR06620WA
lcl|NC_032096.1_cds_XP_711771.2_5657	CAALFM_CR06640CA
lcl|NC_032096.1_cds_XP_711772.1_5658	CAALFM_CR06650CA
lcl|NC_032096.1_cds_XP_711773.2_5659	CAALFM_CR06660WA
lcl|NC_032096.1_cds_XP_711774.1_5660	CAALFM_CR06670WA
lcl|NC_032096.1_cds_XP_711775.2_5661	CAALFM_CR06680CA
lcl|NC_032096.1_cds_XP_019331093.1_5662	CAALFM_CR06690CA
lcl|NC_032096.1_cds_XP_711777.1_5663	CAALFM_CR06700CA
lcl|NC_032096.1_cds_XP_711778.1_5664	CAALFM_CR06710CA
lcl|NC_032096.1_cds_XP_711779.1_5665	CAALFM_CR06720WA
lcl|NC_032096.1_cds_XP_711780.2_5666	CAALFM_CR06730WA
lcl|NC_032096.1_cds_XP_711781.1_5667	CAALFM_CR06740WA
lcl|NC_032096.1_cds_XP_711782.1_5668	CAALFM_CR06750CA
lcl|NC_032096.1_cds_XP_019331094.1_5669	CAALFM_CR06760CA
lcl|NC_032096.1_cds_XP_711086.1_5670	CAALFM_CR06770CA
lcl|NC_032096.1_cds_XP_019331095.1_5671	CAALFM_CR06780WA
lcl|NC_032096.1_cds_XP_711084.1_5672	CAALFM_CR06790CA
lcl|NC_032096.1_cds_XP_711083.1_5673	CAALFM_CR06800CA
lcl|NC_032096.1_cds_XP_711082.1_5674	CAALFM_CR06810WA
lcl|NC_032096.1_cds_XP_711081.2_5675	CAALFM_CR06820WA
lcl|NC_032096.1_cds_XP_711079.1_5676	CAALFM_CR06830CA
lcl|NC_032096.1_cds_XP_711078.2_5677	CAALFM_CR06840WA
lcl|NC_032096.1_cds_XP_019331096.1_5678	CAALFM_CR06850CA
lcl|NC_032096.1_cds_XP_711076.1_5679	CAALFM_CR06860CA
lcl|NC_032096.1_cds_XP_711074.2_5680	CAALFM_CR06870CA
lcl|NC_032096.1_cds_XP_711072.2_5681	CAALFM_CR06900CA
lcl|NC_032096.1_cds_XP_711071.2_5682	CAALFM_CR06910WA
lcl|NC_032096.1_cds_XP_711070.1_5683	CAALFM_CR06920WA
lcl|NC_032096.1_cds_XP_710018.2_5684	CAALFM_CR06930WA
lcl|NC_032096.1_cds_XP_712660.2_5685	CAALFM_CR06940WA
lcl|NC_032096.1_cds_XP_019331097.1_5686	CAALFM_CR06950CA
lcl|NC_032096.1_cds_XP_712659.1_5687	CAALFM_CR06960WA
lcl|NC_032096.1_cds_XP_712658.1_5688	CAALFM_CR06970CA
lcl|NC_032096.1_cds_XP_712657.1_5689	CAALFM_CR06980WA
lcl|NC_032096.1_cds_XP_712656.2_5690	CAALFM_CR06990WA
lcl|NC_032096.1_cds_XP_712655.2_5691	CAALFM_CR07000CA
lcl|NC_032096.1_cds_XP_712654.1_5692	CAALFM_CR07010WA
lcl|NC_032096.1_cds_XP_712653.2_5693	CAALFM_CR07020WA
lcl|NC_032096.1_cds_XP_712652.2_5694	CAALFM_CR07030CA
lcl|NC_032096.1_cds_XP_712651.2_5695	CAALFM_CR07040WA
lcl|NC_032096.1_cds_XP_712650.2_5696	CAALFM_CR07050CA
lcl|NC_032096.1_cds_XP_712647.2_5697	CAALFM_CR07060CA
lcl|NC_032096.1_cds_XP_710435.2_5698	CAALFM_CR07070CA
lcl|NC_032096.1_cds_XP_710434.1_5699	CAALFM_CR07080WA
lcl|NC_032096.1_cds_XP_710433.2_5700	CAALFM_CR07090WA
lcl|NC_032096.1_cds_XP_710432.2_5701	CAALFM_CR07100WA
lcl|NC_032096.1_cds_XP_710172.2_5702	CAALFM_CR07110CA
lcl|NC_032096.1_cds_XP_710173.1_5703	CAALFM_CR07120CA
lcl|NC_032096.1_cds_XP_710174.1_5704	CAALFM_CR07130CA
lcl|NC_032096.1_cds_XP_710175.2_5705	CAALFM_CR07140CA
lcl|NC_032096.1_cds_XP_710176.2_5706	CAALFM_CR07150WA
lcl|NC_032096.1_cds_XP_710053.2_5707	CAALFM_CR07160CA
lcl|NC_032096.1_cds_XP_713091.2_5708	CAALFM_CR07170WA
lcl|NC_032096.1_cds_XP_713090.2_5709	CAALFM_CR07180WA
lcl|NC_032096.1_cds_XP_713089.2_5710	CAALFM_CR07190WA
lcl|NC_032096.1_cds_XP_712358.2_5711	CAALFM_CR07200WA
lcl|NC_032096.1_cds_XP_712357.1_5712	CAALFM_CR07210WA
lcl|NC_032096.1_cds_XP_712354.2_5713	CAALFM_CR07220CA
lcl|NC_032096.1_cds_XP_712353.2_5714	CAALFM_CR07230WA
lcl|NC_032096.1_cds_XP_712352.1_5715	CAALFM_CR07240CA
lcl|NC_032096.1_cds_XP_712350.2_5716	CAALFM_CR07250CA
lcl|NC_032096.1_cds_XP_712349.1_5717	CAALFM_CR07260CA
lcl|NC_032096.1_cds_XP_712348.2_5718	CAALFM_CR07270CA
lcl|NC_032096.1_cds_XP_712347.2_5719	CAALFM_CR07280WA
lcl|NC_032096.1_cds_XP_712346.2_5720	CAALFM_CR07290WA
lcl|NC_032096.1_cds_XP_712345.2_5721	CAALFM_CR07300WA
lcl|NC_032096.1_cds_XP_712344.2_5722	CAALFM_CR07310WA
lcl|NC_032096.1_cds_XP_712343.2_5723	CAALFM_CR07320CA
lcl|NC_032096.1_cds_XP_019331098.1_5724	CAALFM_CR07330WA
lcl|NC_032096.1_cds_XP_712342.2_5725	CAALFM_CR07340CA
lcl|NC_032096.1_cds_XP_712341.2_5726	CAALFM_CR07350WA
lcl|NC_032096.1_cds_XP_712340.2_5727	CAALFM_CR07360WA
lcl|NC_032096.1_cds_XP_712339.1_5728	CAALFM_CR07370WA
lcl|NC_032096.1_cds_XP_712338.2_5729	CAALFM_CR07380CA
lcl|NC_032096.1_cds_XP_712336.1_5730	CAALFM_CR07390CA
lcl|NC_032096.1_cds_XP_712334.1_5731	CAALFM_CR07400CA
lcl|NC_032096.1_cds_XP_712333.2_5732	CAALFM_CR07420WA
lcl|NC_032096.1_cds_XP_712331.2_5733	CAALFM_CR07440WA
lcl|NC_032096.1_cds_XP_712328.2_5734	CAALFM_CR07450CA
lcl|NC_032096.1_cds_XP_712327.2_5735	CAALFM_CR07460CA
lcl|NC_032096.1_cds_XP_712326.1_5736	CAALFM_CR07470WA
lcl|NC_032096.1_cds_XP_712325.2_5737	CAALFM_CR07480WA
lcl|NC_032096.1_cds_XP_712324.1_5738	CAALFM_CR07490CA
lcl|NC_032096.1_cds_XP_710393.2_5739	CAALFM_CR07500WA
lcl|NC_032096.1_cds_XP_019331099.1_5740	CAALFM_CR07510WA
lcl|NC_032096.1_cds_XP_710395.2_5741	CAALFM_CR07520CA
lcl|NC_032096.1_cds_XP_710396.1_5742	CAALFM_CR07530CA
lcl|NC_032096.1_cds_XP_710397.2_5743	CAALFM_CR07540CA
lcl|NC_032096.1_cds_XP_710399.2_5744	CAALFM_CR07560WA
lcl|NC_032096.1_cds_XP_710400.2_5745	CAALFM_CR07570WA
lcl|NC_032096.1_cds_XP_713087.2_5746	CAALFM_CR07580CA
lcl|NC_032096.1_cds_XP_713514.1_5747	CAALFM_CR07590WA
lcl|NC_032096.1_cds_XP_713515.2_5748	CAALFM_CR07600WA
lcl|NC_032096.1_cds_XP_711144.1_5749	CAALFM_CR07620WA
lcl|NC_032096.1_cds_XP_019331100.1_5750	CAALFM_CR07630CA
lcl|NC_032096.1_cds_XP_711143.2_5751	CAALFM_CR07640CA
lcl|NC_032096.1_cds_XP_711142.1_5752	CAALFM_CR07650WA
lcl|NC_032096.1_cds_XP_711141.1_5753	CAALFM_CR07660CA
lcl|NC_032096.1_cds_XP_710207.2_5754	CAALFM_CR07670WA
lcl|NC_032096.1_cds_XP_710208.2_5755	CAALFM_CR07680CA
lcl|NC_032096.1_cds_XP_710209.2_5756	CAALFM_CR07690WA
lcl|NC_032096.1_cds_XP_710210.1_5757	CAALFM_CR07700WA
lcl|NC_032096.1_cds_XP_710211.2_5758	CAALFM_CR07710WA
lcl|NC_032096.1_cds_XP_710112.2_5759	CAALFM_CR07720CA
lcl|NC_032096.1_cds_XP_710080.1_5760	CAALFM_CR07730WA
lcl|NC_032096.1_cds_XP_019331101.1_5761	CAALFM_CR07740WA
lcl|NC_032096.1_cds_XP_711043.2_5762	CAALFM_CR07750CA
lcl|NC_032096.1_cds_XP_019331102.1_5763	CAALFM_CR07760WA
lcl|NC_032096.1_cds_XP_711044.1_5764	CAALFM_CR07770CA
lcl|NC_032096.1_cds_XP_711045.2_5765	CAALFM_CR07780WA
lcl|NC_032096.1_cds_XP_711046.1_5766	CAALFM_CR07790CA
lcl|NC_032096.1_cds_XP_711047.1_5767	CAALFM_CR07800WA
lcl|NC_032096.1_cds_XP_711049.1_5768	CAALFM_CR07810WA
lcl|NC_032096.1_cds_XP_711050.2_5769	CAALFM_CR07820WA
lcl|NC_032096.1_cds_XP_711051.1_5770	CAALFM_CR07830CA
lcl|NC_032096.1_cds_XP_711052.1_5771	CAALFM_CR07840CA
lcl|NC_032096.1_cds_XP_711053.1_5772	CAALFM_CR07850WA
lcl|NC_032096.1_cds_XP_711054.1_5773	CAALFM_CR07860CA
lcl|NC_032096.1_cds_XP_714238.1_5774	CAALFM_CR07870WA
lcl|NC_032096.1_cds_XP_714237.2_5775	CAALFM_CR07890WA
lcl|NC_032096.1_cds_XP_714234.2_5776	CAALFM_CR07910CA
lcl|NC_032096.1_cds_XP_714233.2_5777	CAALFM_CR07920WA
lcl|NC_032096.1_cds_XP_714231.1_5778	CAALFM_CR07940WA
lcl|NC_032096.1_cds_XP_714230.1_5779	CAALFM_CR07950WA
lcl|NC_032096.1_cds_XP_714227.2_5780	CAALFM_CR07960CA
lcl|NC_032096.1_cds_XP_714224.2_5781	CAALFM_CR08000CA
lcl|NC_032096.1_cds_XP_019331103.1_5782	CAALFM_CR08010WA
lcl|NC_032096.1_cds_XP_019331104.1_5783	CAALFM_CR08020CA
lcl|NC_032096.1_cds_XP_714220.2_5784	CAALFM_CR08030CA
lcl|NC_032096.1_cds_XP_714219.1_5785	CAALFM_CR08040WA
lcl|NC_032096.1_cds_XP_714217.1_5786	CAALFM_CR08050CA
lcl|NC_032096.1_cds_XP_714216.1_5787	CAALFM_CR08060CA
lcl|NC_032096.1_cds_XP_716206.1_5788	CAALFM_CR08070WA
lcl|NC_032096.1_cds_XP_716207.1_5789	CAALFM_CR08080WA
lcl|NC_032096.1_cds_XP_716208.1_5790	CAALFM_CR08090WA
lcl|NC_032096.1_cds_XP_716210.1_5791	CAALFM_CR08100CA
lcl|NC_032096.1_cds_XP_716211.2_5792	CAALFM_CR08110WA
lcl|NC_032096.1_cds_XP_716213.2_5793	CAALFM_CR08120CA
lcl|NC_032096.1_cds_XP_716214.1_5794	CAALFM_CR08130WA
lcl|NC_032096.1_cds_XP_716215.1_5795	CAALFM_CR08150WA
lcl|NC_032096.1_cds_XP_716216.1_5796	CAALFM_CR08160WA
lcl|NC_032096.1_cds_XP_716217.1_5797	CAALFM_CR08170CA
lcl|NC_032096.1_cds_XP_716218.1_5798	CAALFM_CR08180CA
lcl|NC_032096.1_cds_XP_716219.1_5799	CAALFM_CR08190WA
lcl|NC_032096.1_cds_XP_716222.2_5800	CAALFM_CR08200CA
lcl|NC_032096.1_cds_XP_716225.1_5801	CAALFM_CR08210CA
lcl|NC_032096.1_cds_XP_716227.2_5802	CAALFM_CR08250CA
lcl|NC_032096.1_cds_XP_716230.1_5803	CAALFM_CR08260CA
lcl|NC_032096.1_cds_XP_716231.2_5804	CAALFM_CR08270WA
lcl|NC_032096.1_cds_XP_716232.1_5805	CAALFM_CR08280WA
lcl|NC_032096.1_cds_XP_716233.2_5806	CAALFM_CR08290WA
lcl|NC_032096.1_cds_XP_716236.1_5807	CAALFM_CR08300CA
lcl|NC_032096.1_cds_XP_716238.1_5808	CAALFM_CR08310CA
lcl|NC_032096.1_cds_XP_716239.2_5809	CAALFM_CR08320WA
lcl|NC_032096.1_cds_XP_716240.1_5810	CAALFM_CR08330WA
lcl|NC_032096.1_cds_XP_716241.1_5811	CAALFM_CR08340WA
lcl|NC_032096.1_cds_XP_716242.1_5812	CAALFM_CR08350WA
lcl|NC_032096.1_cds_XP_019331105.1_5813	CAALFM_CR08360CA
lcl|NC_032096.1_cds_XP_716243.1_5814	CAALFM_CR08370WA
lcl|NC_032096.1_cds_XP_019331106.1_5815	CAALFM_CR08380CA
lcl|NC_032096.1_cds_XP_716245.1_5816	CAALFM_CR08400CA
lcl|NC_032096.1_cds_XP_716246.1_5817	CAALFM_CR08410WA
lcl|NC_032096.1_cds_XP_716247.1_5818	CAALFM_CR08420WA
lcl|NC_032096.1_cds_XP_716250.1_5819	CAALFM_CR08430WA
lcl|NC_032096.1_cds_XP_716252.1_5820	CAALFM_CR08440WA
lcl|NC_032096.1_cds_XP_716253.1_5821	CAALFM_CR08450CA
lcl|NC_032096.1_cds_XP_019331107.1_5822	CAALFM_CR08460WA
lcl|NC_032096.1_cds_XP_716254.1_5823	CAALFM_CR08470WA
lcl|NC_032096.1_cds_XP_019331108.1_5824	CAALFM_CR08480CA
lcl|NC_032096.1_cds_XP_716255.1_5825	CAALFM_CR08490WA
lcl|NC_032096.1_cds_XP_716256.1_5826	CAALFM_CR08500WA
lcl|NC_032096.1_cds_XP_716258.1_5827	CAALFM_CR08510WA
lcl|NC_032096.1_cds_XP_019331109.1_5828	CAALFM_CR08520CA
lcl|NC_032096.1_cds_XP_716260.1_5829	CAALFM_CR08540CA
lcl|NC_032096.1_cds_XP_716261.1_5830	CAALFM_CR08550WA
lcl|NC_032096.1_cds_XP_716262.1_5831	CAALFM_CR08560CA
lcl|NC_032096.1_cds_XP_716263.1_5832	CAALFM_CR08570WA
lcl|NC_032096.1_cds_XP_716269.1_5833	CAALFM_CR08580CA
lcl|NC_032096.1_cds_XP_716270.1_5834	CAALFM_CR08590WA
lcl|NC_032096.1_cds_XP_716272.1_5835	CAALFM_CR08600CA
lcl|NC_032096.1_cds_XP_716273.1_5836	CAALFM_CR08610WA
lcl|NC_032096.1_cds_XP_716274.1_5837	CAALFM_CR08620CA
lcl|NC_032096.1_cds_XP_716275.1_5838	CAALFM_CR08630WA
lcl|NC_032096.1_cds_XP_716276.1_5839	CAALFM_CR08640CA
lcl|NC_032096.1_cds_XP_716278.2_5840	CAALFM_CR08650CA
lcl|NC_032096.1_cds_XP_716279.1_5841	CAALFM_CR08660WA
lcl|NC_032096.1_cds_XP_716280.1_5842	CAALFM_CR08670CA
lcl|NC_032096.1_cds_XP_716281.1_5843	CAALFM_CR08680CA
lcl|NC_032096.1_cds_XP_716282.1_5844	CAALFM_CR08690CA
lcl|NC_032096.1_cds_XP_716284.1_5845	CAALFM_CR08700CA
lcl|NC_032096.1_cds_XP_716285.1_5846	CAALFM_CR08710WA
lcl|NC_032096.1_cds_XP_716286.1_5847	CAALFM_CR08720WA
lcl|NC_032096.1_cds_XP_716287.1_5848	CAALFM_CR08740WA
lcl|NC_032096.1_cds_XP_019331110.1_5849	CAALFM_CR08820CA
lcl|NC_032096.1_cds_XP_019331111.1_5850	CAALFM_CR08830WA
lcl|NC_032096.1_cds_XP_716414.1_5851	CAALFM_CR08840CA
lcl|NC_032096.1_cds_XP_716416.1_5852	CAALFM_CR08860WA
lcl|NC_032096.1_cds_XP_716417.1_5853	CAALFM_CR08870WA
lcl|NC_032096.1_cds_XP_716418.1_5854	CAALFM_CR08880CA
lcl|NC_032096.1_cds_XP_716419.1_5855	CAALFM_CR08890CA
lcl|NC_032096.1_cds_XP_716420.1_5856	CAALFM_CR08900CA
lcl|NC_032096.1_cds_XP_716421.1_5857	CAALFM_CR08910CA
lcl|NC_032096.1_cds_XP_716423.1_5858	CAALFM_CR08920WA
lcl|NC_032096.1_cds_XP_716425.1_5859	CAALFM_CR08930CA
lcl|NC_032096.1_cds_XP_716426.1_5860	CAALFM_CR08940WA
lcl|NC_032096.1_cds_XP_019331112.1_5861	CAALFM_CR08950WA
lcl|NC_032096.1_cds_XP_716428.1_5862	CAALFM_CR08960CA
lcl|NC_032096.1_cds_XP_716430.2_5863	CAALFM_CR08980CA
lcl|NC_032096.1_cds_XP_716431.1_5864	CAALFM_CR08990CA
lcl|NC_032096.1_cds_XP_716432.1_5865	CAALFM_CR09010CA
lcl|NC_032096.1_cds_XP_716433.1_5866	CAALFM_CR09020CA
lcl|NC_032096.1_cds_XP_716434.1_5867	CAALFM_CR09040WA
lcl|NC_032096.1_cds_XP_710204.2_5868	CAALFM_CR09050CA
lcl|NC_032096.1_cds_XP_716437.1_5869	CAALFM_CR09060WA
lcl|NC_032096.1_cds_XP_716438.1_5870	CAALFM_CR09070CA
lcl|NC_032096.1_cds_XP_716439.1_5871	CAALFM_CR09090CA
lcl|NC_032096.1_cds_XP_716440.1_5872	CAALFM_CR09100CA
lcl|NC_032096.1_cds_XP_716441.1_5873	CAALFM_CR09110CA
lcl|NC_032096.1_cds_XP_019331113.1_5874	CAALFM_CR09120CA
lcl|NC_032096.1_cds_XP_716444.1_5875	CAALFM_CR09140CA
lcl|NC_032096.1_cds_XP_716445.1_5876	CAALFM_CR09150WA
lcl|NC_032096.1_cds_XP_716446.1_5877	CAALFM_CR09160CA
lcl|NC_032096.1_cds_XP_716447.1_5878	CAALFM_CR09170CA
lcl|NC_032096.1_cds_XP_716448.1_5879	CAALFM_CR09180WA
lcl|NC_032096.1_cds_XP_716450.1_5880	CAALFM_CR09190CA
lcl|NC_032096.1_cds_XP_716451.2_5881	CAALFM_CR09200CA
lcl|NC_032096.1_cds_XP_716453.1_5882	CAALFM_CR09210WA
lcl|NC_032096.1_cds_XP_716454.1_5883	CAALFM_CR09220CA
lcl|NC_032096.1_cds_XP_716455.1_5884	CAALFM_CR09230CA
lcl|NC_032096.1_cds_XP_716456.1_5885	CAALFM_CR09240CA
lcl|NC_032096.1_cds_XP_716457.1_5886	CAALFM_CR09270CA
lcl|NC_032096.1_cds_XP_716458.1_5887	CAALFM_CR09290WA
lcl|NC_032096.1_cds_XP_716459.1_5888	CAALFM_CR09300CA
lcl|NC_032096.1_cds_XP_716460.1_5889	CAALFM_CR09310WA
lcl|NC_032096.1_cds_XP_716461.1_5890	CAALFM_CR09320CA
lcl|NC_032096.1_cds_XP_716462.1_5891	CAALFM_CR09330CA
lcl|NC_032096.1_cds_XP_716463.1_5892	CAALFM_CR09340WA
lcl|NC_032096.1_cds_XP_716464.1_5893	CAALFM_CR09350CA
lcl|NC_032096.1_cds_XP_716465.1_5894	CAALFM_CR09360WA
lcl|NC_032096.1_cds_XP_716466.1_5895	CAALFM_CR09370WA
lcl|NC_032096.1_cds_XP_019331114.1_5896	CAALFM_CR09380WA
lcl|NC_032096.1_cds_XP_716470.1_5897	CAALFM_CR09390CA
lcl|NC_032096.1_cds_XP_716471.1_5898	CAALFM_CR09410WA
lcl|NC_032096.1_cds_XP_019331115.1_5899	CAALFM_CR09420CA
lcl|NC_032096.1_cds_XP_019331116.1_5900	CAALFM_CR09440CA
lcl|NC_032096.1_cds_XP_019331117.1_5901	CAALFM_CR09460CA
lcl|NC_032096.1_cds_XP_716476.2_5902	CAALFM_CR09470WA
lcl|NC_032096.1_cds_XP_716477.1_5903	CAALFM_CR09480WA
lcl|NC_032096.1_cds_XP_716478.1_5904	CAALFM_CR09490WA
lcl|NC_032096.1_cds_XP_716479.1_5905	CAALFM_CR09500CA
lcl|NC_032096.1_cds_XP_711311.1_5906	CAALFM_CR09510CA
lcl|NC_032096.1_cds_XP_711309.2_5907	CAALFM_CR09520CA
lcl|NC_032096.1_cds_XP_711307.1_5908	CAALFM_CR09530CA
lcl|NC_032096.1_cds_XP_711306.1_5909	CAALFM_CR09550CA
lcl|NC_032096.1_cds_XP_711305.1_5910	CAALFM_CR09560CA
lcl|NC_032096.1_cds_XP_711304.1_5911	CAALFM_CR09570WA
lcl|NC_032096.1_cds_XP_019331118.1_5912	CAALFM_CR09580CA
lcl|NC_032096.1_cds_XP_711301.1_5913	CAALFM_CR09590WA
lcl|NC_032096.1_cds_XP_019331119.1_5914	CAALFM_CR09600CA
lcl|NC_032096.1_cds_XP_711300.1_5915	CAALFM_CR09610CA
lcl|NC_032096.1_cds_XP_443374.1_5916	CAALFM_CR09620CA
lcl|NC_032096.1_cds_XP_019331120.1_5917	CAALFM_CR09640CA
lcl|NC_032096.1_cds_XP_711299.2_5918	CAALFM_CR09650WA
lcl|NC_032096.1_cds_XP_711298.1_5919	CAALFM_CR09660WA
lcl|NC_032096.1_cds_XP_711297.1_5920	CAALFM_CR09670CA
lcl|NC_032096.1_cds_XP_711296.1_5921	CAALFM_CR09680CA
lcl|NC_032096.1_cds_XP_711295.1_5922	CAALFM_CR09690CA
lcl|NC_032096.1_cds_XP_711294.1_5923	CAALFM_CR09700WA
lcl|NC_032096.1_cds_XP_711293.1_5924	CAALFM_CR09710WA
lcl|NC_032096.1_cds_XP_711292.1_5925	CAALFM_CR09720WA
lcl|NC_032096.1_cds_XP_711291.2_5926	CAALFM_CR09730CA
lcl|NC_032096.1_cds_XP_719308.2_5927	CAALFM_CR09740WA
lcl|NC_032096.1_cds_XP_719309.1_5928	CAALFM_CR09750CA
lcl|NC_032096.1_cds_XP_719310.1_5929	CAALFM_CR09760WA
lcl|NC_032096.1_cds_XP_719311.1_5930	CAALFM_CR09770CA
lcl|NC_032096.1_cds_XP_719312.1_5931	CAALFM_CR09780CA
lcl|NC_032096.1_cds_XP_719313.1_5932	CAALFM_CR09790WA
lcl|NC_032096.1_cds_XP_719314.1_5933	CAALFM_CR09800CA
lcl|NC_032096.1_cds_XP_719315.1_5934	CAALFM_CR09810WA
lcl|NC_032096.1_cds_XP_719316.1_5935	CAALFM_CR09830WA
lcl|NC_032096.1_cds_XP_719318.1_5936	CAALFM_CR09840CA
lcl|NC_032096.1_cds_XP_719319.1_5937	CAALFM_CR09850CA
lcl|NC_032096.1_cds_XP_719320.2_5938	CAALFM_CR09860WA
lcl|NC_032096.1_cds_XP_719323.2_5939	CAALFM_CR09880WA
lcl|NC_032096.1_cds_XP_719325.1_5940	CAALFM_CR09890CA
lcl|NC_032096.1_cds_XP_719326.1_5941	CAALFM_CR09900CA
lcl|NC_032096.1_cds_XP_719327.1_5942	CAALFM_CR09910WA
lcl|NC_032096.1_cds_XP_719328.1_5943	CAALFM_CR09920WA
lcl|NC_032096.1_cds_XP_719329.1_5944	CAALFM_CR09930WA
lcl|NC_032096.1_cds_XP_719330.1_5945	CAALFM_CR09940WA
lcl|NC_032096.1_cds_XP_719331.1_5946	CAALFM_CR09950CA
lcl|NC_032096.1_cds_XP_719332.1_5947	CAALFM_CR09960CA
lcl|NC_032096.1_cds_XP_019331121.1_5948	CAALFM_CR09970WA
lcl|NC_032096.1_cds_XP_719334.1_5949	CAALFM_CR09980WA
lcl|NC_032096.1_cds_XP_719336.1_5950	CAALFM_CR09990WA
lcl|NC_032096.1_cds_XP_019331122.1_5951	CAALFM_CR10000CA
lcl|NC_032096.1_cds_XP_719339.1_5952	CAALFM_CR10010CA
lcl|NC_032096.1_cds_XP_719340.1_5953	CAALFM_CR10020CA
lcl|NC_032096.1_cds_XP_719341.1_5954	CAALFM_CR10030WA
lcl|NC_032096.1_cds_XP_719342.1_5955	CAALFM_CR10040WA
lcl|NC_032096.1_cds_XP_719343.1_5956	CAALFM_CR10060WA
lcl|NC_032096.1_cds_XP_719345.1_5957	CAALFM_CR10070CA
lcl|NC_032096.1_cds_XP_719347.1_5958	CAALFM_CR10100CA
lcl|NC_032096.1_cds_XP_719348.1_5959	CAALFM_CR10110WA
lcl|NC_032096.1_cds_XP_719350.1_5960	CAALFM_CR10120CA
lcl|NC_032096.1_cds_XP_719351.1_5961	CAALFM_CR10130WA
lcl|NC_032096.1_cds_XP_719353.2_5962	CAALFM_CR10140WA
lcl|NC_032096.1_cds_XP_719354.1_5963	CAALFM_CR10160WA
lcl|NC_032096.1_cds_XP_719355.1_5964	CAALFM_CR10170CA
lcl|NC_032096.1_cds_XP_719356.1_5965	CAALFM_CR10180WA
lcl|NC_032096.1_cds_XP_719357.1_5966	CAALFM_CR10190CA
lcl|NC_032096.1_cds_XP_719358.1_5967	CAALFM_CR10200WA
lcl|NC_032096.1_cds_XP_719359.1_5968	CAALFM_CR10210WA
lcl|NC_032096.1_cds_XP_719360.1_5969	CAALFM_CR10230WA
lcl|NC_032096.1_cds_XP_719361.2_5970	CAALFM_CR10240WA
lcl|NC_032096.1_cds_XP_019331123.1_5971	CAALFM_CR10250CA
lcl|NC_032096.1_cds_XP_719363.1_5972	CAALFM_CR10260WA
lcl|NC_032096.1_cds_XP_719364.1_5973	CAALFM_CR10270CA
lcl|NC_032096.1_cds_XP_719365.1_5974	CAALFM_CR10280WA
lcl|NC_032096.1_cds_XP_719366.1_5975	CAALFM_CR10290CA
lcl|NC_032096.1_cds_XP_719367.1_5976	CAALFM_CR10300WA
lcl|NC_032096.1_cds_XP_719368.1_5977	CAALFM_CR10310WA
lcl|NC_032096.1_cds_XP_719369.1_5978	CAALFM_CR10320WA
lcl|NC_032096.1_cds_XP_719370.1_5979	CAALFM_CR10330WA
lcl|NC_032096.1_cds_XP_719371.1_5980	CAALFM_CR10340WA
lcl|NC_032096.1_cds_XP_719372.1_5981	CAALFM_CR10350CA
lcl|NC_032096.1_cds_XP_719373.1_5982	CAALFM_CR10360CA
lcl|NC_032096.1_cds_XP_719374.1_5983	CAALFM_CR10370WA
lcl|NC_032096.1_cds_XP_719375.1_5984	CAALFM_CR10380CA
lcl|NC_032096.1_cds_XP_719376.1_5985	CAALFM_CR10390WA
lcl|NC_032096.1_cds_XP_719378.1_5986	CAALFM_CR10400WA
lcl|NC_032096.1_cds_XP_719379.1_5987	CAALFM_CR10410CA
lcl|NC_032096.1_cds_XP_719380.1_5988	CAALFM_CR10420WA
lcl|NC_032096.1_cds_XP_719381.1_5989	CAALFM_CR10430CA
lcl|NC_032096.1_cds_XP_719382.1_5990	CAALFM_CR10440WA
lcl|NC_032096.1_cds_XP_719383.1_5991	CAALFM_CR10450CA
lcl|NC_032096.1_cds_XP_719385.1_5992	CAALFM_CR10470CA
lcl|NC_032096.1_cds_XP_719386.1_5993	CAALFM_CR10480WA
